formula,bulk_modulus_voigt,bulk_modulus_reuss,bulk_modulus_vrh,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
GeSe2,15.265,11.91,13.587,Ge1 Se2,32.0,34.0,2.0,33.333333333333336,0.8888888888888881,34.0,79.0,89.0,10.0,85.66666666666667,4.444444444444443,89.0,72.64,78.96,6.319999999999993,76.85333333333334,2.8088888888888826,78.96,494.0,1211.4,717.4000000000001,733.1333333333333,318.8444444444445,494.0,14.0,16.0,2.0,15.333333333333334,0.8888888888888887,16.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,120.0,0.0,120.0,0.0,120.0,2.01,2.55,0.54,2.3699999999999997,0.24000000000000007,2.55,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.3333333333333335,0.8888888888888888,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,2.0,15.333333333333334,0.8888888888888887,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,23.005,25.92,2.9150000000000027,24.948333333333334,1.2955555555555567,25.92,0.383,0.799,0.41600000000000004,0.6603333333333333,0.1848888888888889,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,84.33333333333333,93.77777777777779,14.0
TiS2,7.823,6.086,6.954,Ti1 S2,16.0,22.0,6.0,18.0,2.6666666666666665,16.0,43.0,88.0,45.0,73.0,20.0,88.0,32.065,47.867,15.802,37.33233333333333,7.023111111111111,32.065,388.36,1941.0,1552.6399999999999,905.9066666666668,690.0622222222222,388.36,4.0,16.0,12.0,12.0,5.333333333333333,16.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,105.0,160.0,55.0,123.33333333333333,24.444444444444443,105.0,1.54,2.58,1.04,2.2333333333333334,0.46222222222222226,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.333333333333333,0.888888888888889,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,8.0,8.0,2.6666666666666665,3.555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.0,2.6666666666666665,2.0,16.69,25.786875,9.096874999999997,22.754583333333333,4.043055555555554,25.786875,0.0,2.202,2.202,1.468,0.9786666666666667,2.202,0.0,2.25333333333e-05,2.25333333333e-05,7.5111111111e-06,1.00148148148e-05,0.0,70.0,194.0,124.0,111.33333333333333,55.11111111111111,70.0
BiS2,2.272,1.174,1.723,Bi1 S2,16.0,83.0,67.0,38.333333333333336,29.777777777777782,16.0,86.0,88.0,2.0,87.33333333333333,0.8888888888888905,88.0,32.065,208.9804,176.9154,91.03680000000001,78.62906666666667,32.065,388.36,544.4,156.03999999999996,440.3733333333333,69.35111111111108,388.36,15.0,16.0,1.0,15.666666666666666,0.44444444444444464,16.0,3.0,6.0,3.0,4.0,1.3333333333333333,3.0,105.0,148.0,43.0,119.33333333333333,19.11111111111111,105.0,2.02,2.58,0.56,2.393333333333333,0.24888888888888902,2.58,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6666666666666665,0.4444444444444445,4.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,6.0,29.0,23.0,13.666666666666666,10.222222222222221,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.3333333333333335,0.4444444444444445,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.3333333333333335,0.4444444444444445,2.0,25.786875,32.95,7.163125000000004,28.174583333333334,3.1836111111111136,25.786875,0.0,2.202,2.202,1.468,0.9786666666666667,2.202,0.0,0.0,0.0,0.0,0.0,0.0,12.0,70.0,58.0,50.666666666666664,25.777777777777782,70.0
ZnCl2,7.616,6.121,6.868,Zn1 Cl2,17.0,30.0,13.0,21.333333333333332,5.777777777777778,17.0,69.0,94.0,25.0,85.66666666666667,11.111111111111109,94.0,35.453,65.38,29.926999999999992,45.428666666666665,13.300888888888885,35.453,171.6,692.68,521.0799999999999,345.2933333333333,231.5911111111111,171.6,12.0,17.0,5.0,15.333333333333334,2.222222222222222,17.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,102.0,122.0,20.0,108.66666666666667,8.888888888888891,102.0,1.65,3.16,1.5100000000000002,2.6566666666666667,0.6711111111111112,3.16,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.3333333333333335,2.222222222222222,5.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,5.0,8.666666666666666,2.222222222222222,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,13.96,24.4975,10.537499999999998,20.985,4.683333333333333,24.4975,0.0,2.493,2.493,1.662,1.1079999999999999,2.493,0.0,0.0,0.0,0.0,0.0,0.0,64.0,194.0,130.0,107.33333333333333,57.77777777777777,64.0
B4C,224.763,214.001,219.382,B4 C1,5.0,6.0,1.0,5.2,0.3200000000000001,5.0,72.0,77.0,5.0,73.0,1.6,72.0,10.811,12.0107,1.1997,11.05094,0.3839040000000004,10.811,2348.0,3823.0,1475.0,2643.0,472.0,2348.0,13.0,14.0,1.0,13.2,0.31999999999999956,13.0,2.0,2.0,0.0,2.0,0.0,2.0,76.0,84.0,8.0,82.4,2.5599999999999965,84.0,2.04,2.55,0.5099999999999998,2.1420000000000003,0.16320000000000015,2.04,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.2,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.2,0.3200000000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.8,0.3200000000000001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.8,0.3200000000000001,5.0,5.64,7.1725,1.5325000000000006,6.866,0.4904000000000005,7.1725,1.524,4.496,2.9720000000000004,2.1184000000000003,0.9510400000000002,1.524,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,171.6,8.959999999999997,166.0
SiO2,52.103,33.156,42.63,Si1 O2,8.0,14.0,6.0,10.0,2.6666666666666665,8.0,78.0,87.0,9.0,84.0,4.0,87.0,15.9994,28.0855,12.0861,20.0281,5.3716,15.9994,54.8,1687.0,1632.2,598.8666666666667,725.4222222222221,54.8,14.0,16.0,2.0,15.333333333333334,0.8888888888888887,16.0,2.0,3.0,1.0,2.3333333333333335,0.4444444444444445,2.0,66.0,111.0,45.0,81.0,20.0,66.0,1.9,3.44,1.54,2.9266666666666663,0.6844444444444445,3.44,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.3333333333333335,0.8888888888888888,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.333333333333333,0.888888888888889,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,9.105,20.44,11.335,12.883333333333335,5.037777777777778,9.105,0.0,0.773,0.773,0.25766666666666665,0.3435555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,83.66666666666667,95.55555555555554,12.0
Al4C3,141.214,134.559,137.887,Al4 C3,6.0,13.0,7.0,10.0,3.4285714285714284,13.0,73.0,77.0,4.0,74.71428571428571,1.9591836734693868,73.0,12.0107,26.9815386,14.9708386,20.565464914285712,7.332655640816327,26.9815386,933.47,3823.0,2889.5299999999997,2171.84,1415.28,933.47,13.0,14.0,1.0,13.428571428571429,0.489795918367347,13.0,2.0,3.0,1.0,2.5714285714285716,0.4897959183673469,3.0,76.0,121.0,45.0,101.71428571428571,22.04081632653061,121.0,1.61,2.55,0.9399999999999997,2.012857142857143,0.460408163265306,1.61,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.4285714285714286,0.489795918367347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.4285714285714284,0.4897959183673469,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.571428571428571,0.489795918367347,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.571428571428571,0.489795918367347,5.0,5.64,16.48,10.84,11.834285714285715,5.309387755102041,16.48,0.0,4.496,4.496,1.926857142857143,2.202122448979592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,211.71428571428572,15.183673469387754,225.0
B9C,195.358,191.215,193.287,B9 C1,5.0,6.0,1.0,5.1,0.17999999999999972,5.0,72.0,77.0,5.0,72.5,0.9,72.0,10.811,12.0107,1.1997,10.93097,0.21594600000000028,10.811,2348.0,3823.0,1475.0,2495.5,265.5,2348.0,13.0,14.0,1.0,13.1,0.17999999999999972,13.0,2.0,2.0,0.0,2.0,0.0,2.0,76.0,84.0,8.0,83.2,1.4399999999999977,84.0,2.04,2.55,0.5099999999999998,2.091,0.0918000000000001,2.04,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.1,0.18000000000000008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.1,0.18000000000000008,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.9,0.17999999999999972,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.9,0.17999999999999972,5.0,5.64,7.1725,1.5325000000000006,7.019250000000001,0.27584999999999926,7.1725,1.524,4.496,2.9720000000000004,1.8212000000000004,0.5349600000000003,1.524,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,168.8,5.040000000000009,166.0
FeCl3,3.88,8.49,6.185,Fe1 Cl3,17.0,26.0,9.0,19.25,3.375,17.0,55.0,94.0,39.0,84.25,14.625,94.0,35.453,55.845,20.391999999999996,40.551,7.6469999999999985,35.453,171.6,1811.0,1639.4,581.45,614.7750000000001,171.6,8.0,17.0,9.0,14.75,3.375,17.0,3.0,4.0,1.0,3.25,0.375,3.0,102.0,132.0,30.0,109.5,11.25,102.0,1.83,3.16,1.33,2.8275,0.49875,3.16,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.75,1.875,5.0,0.0,6.0,6.0,1.5,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.25,0.375,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.75,1.125,1.0,10.73,24.4975,13.767499999999998,21.055625,5.162812499999999,24.4975,0.0,2.493,2.493,1.8697499999999998,0.934875,2.493,0.0,2.1106628,2.1106628,0.5276657,0.79149855,0.0,64.0,229.0,165.0,105.25,61.875,64.0
Al2O3,148.35,134.917,141.633,Al2 O3,8.0,13.0,5.0,10.0,2.4,8.0,73.0,87.0,14.0,81.4,6.719999999999999,87.0,15.9994,26.9815386,10.9821386,20.39225544,5.271426528000001,15.9994,54.8,933.47,878.6700000000001,406.26800000000003,421.7616,54.8,13.0,16.0,3.0,14.8,1.44,16.0,2.0,3.0,1.0,2.4,0.48,2.0,66.0,121.0,55.0,88.0,26.4,66.0,1.61,3.44,1.8299999999999998,2.708,0.8783999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.8,1.44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.8,1.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,9.105,16.48,7.375,12.055000000000001,3.5400000000000005,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,97.2,102.24000000000001,12.0
Al2O3,185.538,194.068,189.803,Al2 O3,8.0,13.0,5.0,10.0,2.4,8.0,73.0,87.0,14.0,81.4,6.719999999999999,87.0,15.9994,26.9815386,10.9821386,20.39225544,5.271426528000001,15.9994,54.8,933.47,878.6700000000001,406.26800000000003,421.7616,54.8,13.0,16.0,3.0,14.8,1.44,16.0,2.0,3.0,1.0,2.4,0.48,2.0,66.0,121.0,55.0,88.0,26.4,66.0,1.61,3.44,1.8299999999999998,2.708,0.8783999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.8,1.44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.8,1.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,9.105,16.48,7.375,12.055000000000001,3.5400000000000005,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,97.2,102.24000000000001,12.0
Al2O3,168.258,164.062,166.16,Al2 O3,8.0,13.0,5.0,10.0,2.4,8.0,73.0,87.0,14.0,81.4,6.719999999999999,87.0,15.9994,26.9815386,10.9821386,20.39225544,5.271426528000001,15.9994,54.8,933.47,878.6700000000001,406.26800000000003,421.7616,54.8,13.0,16.0,3.0,14.8,1.44,16.0,2.0,3.0,1.0,2.4,0.48,2.0,66.0,121.0,55.0,88.0,26.4,66.0,1.61,3.44,1.8299999999999998,2.708,0.8783999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.8,1.44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.8,1.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,9.105,16.48,7.375,12.055000000000001,3.5400000000000005,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,97.2,102.24000000000001,12.0
Al2O3,98.994,79.63,89.312,Al2 O3,8.0,13.0,5.0,10.0,2.4,8.0,73.0,87.0,14.0,81.4,6.719999999999999,87.0,15.9994,26.9815386,10.9821386,20.39225544,5.271426528000001,15.9994,54.8,933.47,878.6700000000001,406.26800000000003,421.7616,54.8,13.0,16.0,3.0,14.8,1.44,16.0,2.0,3.0,1.0,2.4,0.48,2.0,66.0,121.0,55.0,88.0,26.4,66.0,1.61,3.44,1.8299999999999998,2.708,0.8783999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.8,1.44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.8,1.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,9.105,16.48,7.375,12.055000000000001,3.5400000000000005,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,97.2,102.24000000000001,12.0
NbRh,218.364,217.298,217.831,Nb1 Rh1,41.0,45.0,4.0,43.0,2.0,41.0,47.0,59.0,12.0,53.0,6.0,47.0,92.90638,102.9055,9.999120000000005,97.90594,4.9995600000000024,92.90638,2237.0,2750.0,513.0,2493.5,256.5,2237.0,5.0,9.0,4.0,7.0,2.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,142.0,164.0,22.0,153.0,11.0,142.0,1.6,2.28,0.6799999999999997,1.94,0.33999999999999986,1.6,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,4.0,7.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.0,2.0,3.0,13.64,18.18,4.539999999999999,15.91,2.2699999999999996,13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,227.0,2.0,225.0
LiSn,34.86,34.533,34.696,Li1 Sn1,3.0,50.0,47.0,26.5,23.5,3.0,1.0,80.0,79.0,40.5,39.5,1.0,6.941,118.71,111.76899999999999,62.8255,55.884499999999996,6.941,453.69,505.08,51.389999999999986,479.385,25.694999999999993,453.69,1.0,14.0,13.0,7.5,6.5,1.0,2.0,5.0,3.0,3.5,1.5,2.0,128.0,139.0,11.0,133.5,5.5,128.0,0.98,1.96,0.98,1.47,0.49,0.98,1.0,2.0,1.0,1.5,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,7.5,6.5,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.5,1.5,1.0,16.5933333333,33.285,16.691666666699998,24.939166666649996,8.345833333349999,16.5933333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,229.0,88.0,185.0,44.0,141.0
Sn7Ir5,135.486,135.055,135.271,Sn7 Ir5,50.0,77.0,27.0,61.25,13.125,50.0,60.0,80.0,20.0,71.66666666666667,9.722222222222221,80.0,118.71,192.217,73.50700000000002,149.33791666666664,35.73256944444445,118.71,505.08,2739.0,2233.92,1435.88,1085.9333333333334,505.08,9.0,14.0,5.0,11.916666666666666,2.430555555555556,14.0,5.0,6.0,1.0,5.416666666666667,0.48611111111111116,5.0,139.0,141.0,2.0,139.83333333333334,0.9722222222222238,139.0,1.96,2.2,0.2400000000000002,2.06,0.11666666666666677,1.96,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.1666666666666667,0.9722222222222223,2.0,7.0,10.0,3.0,8.75,1.4583333333333333,10.0,0.0,14.0,14.0,5.833333333333333,6.805555555555556,0.0,14.0,23.0,9.0,17.75,4.375,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.3333333333333335,1.9444444444444446,4.0,0.0,3.0,3.0,1.25,1.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.5833333333333335,0.4861111111111111,4.0,14.21,33.285,19.074999999999996,25.33708333333333,9.272569444444443,33.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,225.0,84.0,176.0,40.833333333333336,141.0
GeAs,71.666,64.487,68.076,Ge1 As1,32.0,33.0,1.0,32.5,0.5,32.0,79.0,84.0,5.0,81.5,2.5,79.0,72.64,74.9216,2.2815999999999974,73.7808,1.1407999999999987,72.64,1090.0,1211.4,121.40000000000009,1150.7,60.700000000000045,1090.0,14.0,15.0,1.0,14.5,0.5,14.0,4.0,4.0,0.0,4.0,0.0,4.0,119.0,120.0,1.0,119.5,0.5,119.0,2.01,2.18,0.17000000000000037,2.0949999999999998,0.08500000000000019,2.01,2.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,2.5,0.5,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,1.0,14.5,0.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.5,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.5,0.5,3.0,22.175,23.005,0.8299999999999983,22.59,0.41499999999999915,22.175,0.0,0.383,0.383,0.1915,0.1915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,225.0,59.0,195.5,29.5,166.0
TaAs,177.321,174.228,175.774,Ta1 As1,33.0,73.0,40.0,53.0,20.0,33.0,48.0,84.0,36.0,66.0,18.0,48.0,74.9216,180.94788,106.02628,127.93474,53.01314,74.9216,1090.0,3290.0,2200.0,2190.0,1100.0,1090.0,5.0,15.0,10.0,10.0,5.0,5.0,4.0,6.0,2.0,5.0,1.0,4.0,119.0,170.0,51.0,144.5,25.5,119.0,1.5,2.18,0.6800000000000002,1.84,0.3400000000000001,1.5,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.5,1.5,0.0,3.0,10.0,7.0,6.5,3.5,3.0,0.0,14.0,14.0,7.0,7.0,0.0,15.0,19.0,4.0,17.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,7.0,7.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.0,2.0,3.0,18.12,22.175,4.055,20.1475,2.0275,18.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,197.5,31.5,166.0
