formula,bulk_modulus_voigt,bulk_modulus_reuss,bulk_modulus_vrh,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
TiS,141.502,137.884,139.693,Ti1 S1,16.0,22.0,6.0,19.0,3.0,16.0,43.0,88.0,45.0,65.5,22.5,43.0,32.065,47.867,15.802,39.965999999999994,7.901,32.065,388.36,1941.0,1552.6399999999999,1164.68,776.3199999999999,388.36,4.0,16.0,12.0,10.0,6.0,4.0,3.0,4.0,1.0,3.5,0.5,3.0,105.0,160.0,55.0,132.5,27.5,105.0,1.54,2.58,1.04,2.06,0.52,1.54,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,8.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,5.0,3.0,2.0,16.69,25.786875,9.096874999999997,21.2384375,4.548437499999999,16.69,0.0,2.202,2.202,1.101,1.101,0.0,0.0,2.25333333333e-05,2.25333333333e-05,1.126666666665e-05,1.126666666665e-05,0.0,70.0,194.0,124.0,132.0,62.0,70.0
CrC,340.772,332.309,336.54,Cr1 C1,6.0,24.0,18.0,15.0,9.0,6.0,49.0,77.0,28.0,63.0,14.0,49.0,12.0107,51.9961,39.9854,32.0034,19.9927,12.0107,2180.0,3823.0,1643.0,3001.5,821.5,2180.0,6.0,14.0,8.0,10.0,4.0,6.0,2.0,4.0,2.0,3.0,1.0,2.0,76.0,139.0,63.0,107.5,31.5,76.0,1.66,2.55,0.8899999999999999,2.105,0.44499999999999995,1.66,1.0,2.0,1.0,1.5,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.0,1.0,4.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,5.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.0,1.0,4.0,5.64,11.19,5.55,8.415,2.775,5.64,0.0,4.496,4.496,2.248,2.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
MoS2,20.733,0.637,10.685,Mo1 S2,16.0,42.0,26.0,24.666666666666668,11.555555555555557,16.0,50.0,88.0,38.0,75.33333333333333,16.88888888888889,88.0,32.065,95.96,63.894999999999996,53.36333333333332,28.397777777777776,32.065,388.36,2896.0,2507.64,1224.24,1114.5066666666667,388.36,6.0,16.0,10.0,12.666666666666666,4.444444444444445,16.0,3.0,5.0,2.0,3.6666666666666665,0.8888888888888888,3.0,105.0,154.0,49.0,121.33333333333333,21.777777777777775,105.0,2.16,2.58,0.41999999999999993,2.44,0.18666666666666668,2.58,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.3333333333333335,1.777777777777778,2.0,15.69,25.786875,10.096874999999999,22.42125,4.487499999999999,25.786875,0.0,2.202,2.202,1.468,0.9786666666666667,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,123.0,70.66666666666667,70.0
MoSe2,16.787,1.737,9.262,Mo1 Se2,34.0,42.0,8.0,36.666666666666664,3.555555555555555,34.0,50.0,89.0,39.0,76.0,17.333333333333332,89.0,78.96,95.96,17.0,84.62666666666667,7.555555555555557,78.96,494.0,2896.0,2402.0,1294.6666666666667,1067.5555555555557,494.0,6.0,16.0,10.0,12.666666666666666,4.444444444444445,16.0,4.0,5.0,1.0,4.333333333333333,0.44444444444444436,4.0,120.0,154.0,34.0,131.33333333333334,15.111111111111114,120.0,2.16,2.55,0.3899999999999997,2.42,0.1733333333333332,2.55,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,5.0,10.0,5.0,8.333333333333334,2.222222222222222,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,10.0,12.666666666666666,4.444444444444445,16.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.3333333333333335,1.777777777777778,2.0,15.69,25.92,10.230000000000002,22.51,4.546666666666668,25.92,0.0,0.799,0.799,0.5326666666666667,0.3551111111111111,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,85.66666666666667,95.55555555555554,14.0
WSe2,17.865,0.582,9.224,W1 Se2,34.0,74.0,40.0,47.333333333333336,17.77777777777778,34.0,51.0,89.0,38.0,76.33333333333333,16.88888888888889,89.0,78.96,183.84,104.88000000000001,113.92,46.613333333333344,78.96,494.0,3695.0,3201.0,1561.0,1422.6666666666667,494.0,6.0,16.0,10.0,12.666666666666666,4.444444444444445,16.0,4.0,6.0,2.0,4.666666666666667,0.888888888888889,4.0,120.0,162.0,42.0,134.0,18.666666666666668,120.0,2.36,2.55,0.18999999999999995,2.4866666666666664,0.08444444444444447,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,4.0,10.0,6.0,8.0,2.6666666666666665,10.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,16.0,20.0,4.0,17.333333333333332,1.7777777777777775,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,6.0,6.0,2.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.3333333333333335,1.777777777777778,2.0,16.05,25.92,9.870000000000001,22.63,4.386666666666668,25.92,0.0,0.799,0.799,0.5326666666666667,0.3551111111111111,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,85.66666666666667,95.55555555555554,14.0
WS2,36.934,1.591,19.263,W1 S2,16.0,74.0,58.0,35.333333333333336,25.777777777777782,16.0,51.0,88.0,37.0,75.66666666666667,16.444444444444443,88.0,32.065,183.84,151.775,82.65666666666667,67.45555555555556,32.065,388.36,3695.0,3306.64,1490.5733333333335,1469.6177777777777,388.36,6.0,16.0,10.0,12.666666666666666,4.444444444444445,16.0,3.0,6.0,3.0,4.0,1.3333333333333333,3.0,105.0,162.0,57.0,124.0,25.333333333333332,105.0,2.36,2.58,0.2200000000000002,2.5066666666666664,0.09777777777777796,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,6.0,20.0,14.0,10.666666666666666,6.222222222222221,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,6.0,6.0,2.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.3333333333333335,1.777777777777778,2.0,16.05,25.786875,9.736874999999998,22.54125,4.327499999999998,25.786875,0.0,2.202,2.202,1.468,0.9786666666666667,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,123.0,70.66666666666667,70.0
MoSe2,26.519,1.288,13.904,Mo1 Se2,34.0,42.0,8.0,36.666666666666664,3.555555555555555,34.0,50.0,89.0,39.0,76.0,17.333333333333332,89.0,78.96,95.96,17.0,84.62666666666667,7.555555555555557,78.96,494.0,2896.0,2402.0,1294.6666666666667,1067.5555555555557,494.0,6.0,16.0,10.0,12.666666666666666,4.444444444444445,16.0,4.0,5.0,1.0,4.333333333333333,0.44444444444444436,4.0,120.0,154.0,34.0,131.33333333333334,15.111111111111114,120.0,2.16,2.55,0.3899999999999997,2.42,0.1733333333333332,2.55,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,5.0,10.0,5.0,8.333333333333334,2.222222222222222,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,10.0,12.666666666666666,4.444444444444445,16.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.3333333333333335,1.777777777777778,2.0,15.69,25.92,10.230000000000002,22.51,4.546666666666668,25.92,0.0,0.799,0.799,0.5326666666666667,0.3551111111111111,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,85.66666666666667,95.55555555555554,14.0
MoS2,34.13,0.084,17.107,Mo1 S2,16.0,42.0,26.0,24.666666666666668,11.555555555555557,16.0,50.0,88.0,38.0,75.33333333333333,16.88888888888889,88.0,32.065,95.96,63.894999999999996,53.36333333333332,28.397777777777776,32.065,388.36,2896.0,2507.64,1224.24,1114.5066666666667,388.36,6.0,16.0,10.0,12.666666666666666,4.444444444444445,16.0,3.0,5.0,2.0,3.6666666666666665,0.8888888888888888,3.0,105.0,154.0,49.0,121.33333333333333,21.777777777777775,105.0,2.16,2.58,0.41999999999999993,2.44,0.18666666666666668,2.58,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.3333333333333335,1.777777777777778,2.0,15.69,25.786875,10.096874999999999,22.42125,4.487499999999999,25.786875,0.0,2.202,2.202,1.468,0.9786666666666667,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,123.0,70.66666666666667,70.0
CeMg,36.137,35.797,35.967,Ce1 Mg1,12.0,58.0,46.0,35.0,23.0,12.0,15.0,68.0,53.0,41.5,26.5,15.0,24.305,140.116,115.811,82.21050000000001,57.9055,24.305,923.0,1071.0,148.0,997.0,74.0,923.0,2.0,3.0,1.0,2.5,0.5,2.0,3.0,6.0,3.0,4.5,1.5,3.0,141.0,204.0,63.0,172.5,31.5,141.0,1.12,1.31,0.18999999999999995,1.215,0.09499999999999997,1.12,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.5,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,4.5,4.5,0.0,0.0,13.0,13.0,6.5,6.5,0.0,0.0,22.0,22.0,11.0,11.0,0.0,22.89,37.24,14.350000000000001,30.065,7.175000000000001,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0
Ca2Mg,19.784,19.308,19.546,Ca2 Mg1,12.0,20.0,8.0,17.333333333333332,3.555555555555556,20.0,7.0,68.0,61.0,27.333333333333332,27.111111111111114,7.0,24.305,40.078,15.773000000000003,34.82033333333334,7.010222222222223,40.078,923.0,1115.0,192.0,1051.0,85.33333333333333,1115.0,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6666666666666665,0.4444444444444445,4.0,141.0,176.0,35.0,164.33333333333334,15.555555555555552,176.0,1.0,1.31,0.31000000000000005,1.1033333333333333,0.13777777777777778,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.89,37.77,14.880000000000003,32.81,6.613333333333334,37.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,214.66666666666666,13.77777777777778,225.0
MgCd,40.966,39.242,40.104,Mg1 Cd1,12.0,48.0,36.0,30.0,18.0,12.0,68.0,70.0,2.0,69.0,1.0,68.0,24.305,112.411,88.106,68.358,44.053,24.305,594.22,923.0,328.78,758.61,164.39,594.22,2.0,12.0,10.0,7.0,5.0,2.0,3.0,5.0,2.0,4.0,1.0,3.0,141.0,144.0,3.0,142.5,1.5,141.0,1.31,1.69,0.3799999999999999,1.5,0.18999999999999995,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,10.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.495,22.89,3.3949999999999996,21.192500000000003,1.6974999999999998,19.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0
CaZn,26.749,25.775,26.262,Ca1 Zn1,20.0,30.0,10.0,25.0,5.0,20.0,7.0,69.0,62.0,38.0,31.0,7.0,40.078,65.38,25.301999999999992,52.729,12.650999999999996,40.078,692.68,1115.0,422.32000000000005,903.8399999999999,211.16000000000003,692.68,2.0,12.0,10.0,7.0,5.0,2.0,4.0,4.0,0.0,4.0,0.0,4.0,122.0,176.0,54.0,149.0,27.0,122.0,1.0,1.65,0.6499999999999999,1.325,0.32499999999999996,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,10.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.96,37.77,23.810000000000002,25.865000000000002,11.905000000000001,13.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,209.5,15.5,194.0
CaMg,22.057,21.122,21.589,Ca1 Mg1,12.0,20.0,8.0,16.0,4.0,12.0,7.0,68.0,61.0,37.5,30.5,7.0,24.305,40.078,15.773000000000003,32.191500000000005,7.886500000000002,24.305,923.0,1115.0,192.0,1019.0,96.0,923.0,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.5,0.5,3.0,141.0,176.0,35.0,158.5,17.5,141.0,1.0,1.31,0.31000000000000005,1.155,0.15500000000000003,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.89,37.77,14.880000000000003,30.330000000000002,7.440000000000001,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,209.5,15.5,194.0
MgAl,50.931,45.355,48.143,Mg1 Al1,12.0,13.0,1.0,12.5,0.5,12.0,68.0,73.0,5.0,70.5,2.5,68.0,24.305,26.9815386,2.6765386000000007,25.6432693,1.3382693000000003,24.305,923.0,933.47,10.470000000000027,928.235,5.235000000000014,923.0,2.0,13.0,11.0,7.5,5.5,2.0,3.0,3.0,0.0,3.0,0.0,3.0,121.0,141.0,20.0,131.0,10.0,121.0,1.31,1.61,0.30000000000000004,1.46,0.15000000000000002,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,2.5,0.0,16.48,22.89,6.41,19.685000000000002,3.205,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,209.5,15.5,194.0
Mg3Cd,38.775,38.706,38.741,Mg3 Cd1,12.0,48.0,36.0,21.0,13.5,12.0,68.0,70.0,2.0,68.5,0.75,68.0,24.305,112.411,88.106,46.3315,33.03975,24.305,594.22,923.0,328.78,840.8050000000001,123.29249999999996,923.0,2.0,12.0,10.0,4.5,3.75,2.0,3.0,5.0,2.0,3.5,0.75,3.0,141.0,144.0,3.0,141.75,1.125,141.0,1.31,1.69,0.3799999999999999,1.405,0.14249999999999996,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,10.0,4.5,3.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.495,22.89,3.3949999999999996,22.04125,1.2731249999999994,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0
MgBi,40.066,36.876,38.471,Mg1 Bi1,12.0,83.0,71.0,47.5,35.5,12.0,68.0,86.0,18.0,77.0,9.0,68.0,24.305,208.9804,184.6754,116.6427,92.33770000000001,24.305,544.4,923.0,378.6,733.7,189.3,544.4,2.0,15.0,13.0,8.5,6.5,2.0,3.0,6.0,3.0,4.5,1.5,3.0,141.0,148.0,7.0,144.5,3.5,141.0,1.31,2.02,0.71,1.665,0.355,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,14.0,14.0,7.0,7.0,0.0,2.0,29.0,27.0,15.5,13.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,22.89,32.95,10.060000000000002,27.92,5.030000000000001,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,103.0,91.0,12.0
Ca5Mg,18.174,17.953,18.063,Ca5 Mg1,12.0,20.0,8.0,18.666666666666668,2.2222222222222214,20.0,7.0,68.0,61.0,17.166666666666668,16.944444444444446,7.0,24.305,40.078,15.773000000000003,37.44916666666667,4.381388888888889,40.078,923.0,1115.0,192.0,1083.0,53.333333333333336,1115.0,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.8333333333333335,0.2777777777777777,4.0,141.0,176.0,35.0,170.16666666666666,9.722222222222229,176.0,1.0,1.31,0.31000000000000005,1.0516666666666667,0.08611111111111118,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.89,37.77,14.880000000000003,35.29,4.133333333333336,37.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,219.83333333333334,8.611111111111105,225.0
Mg5Cd,38.095,37.984,38.04,Mg5 Cd1,12.0,48.0,36.0,18.0,10.0,12.0,68.0,70.0,2.0,68.33333333333333,0.5555555555555524,68.0,24.305,112.411,88.106,38.989333333333335,24.473888888888894,24.305,594.22,923.0,328.78,868.2033333333334,91.32777777777774,923.0,2.0,12.0,10.0,3.6666666666666665,2.7777777777777772,2.0,3.0,5.0,2.0,3.3333333333333335,0.5555555555555557,3.0,141.0,144.0,3.0,141.5,0.8333333333333334,141.0,1.31,1.69,0.3799999999999999,1.3733333333333333,0.10555555555555547,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.6666666666666667,2.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,10.0,3.6666666666666665,2.7777777777777772,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.495,22.89,3.3949999999999996,22.324166666666667,0.9430555555555559,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0
LiPt,120.132,106.753,113.442,Li1 Pt1,3.0,78.0,75.0,40.5,37.5,3.0,1.0,63.0,62.0,32.0,31.0,1.0,6.941,195.084,188.143,101.0125,94.0715,6.941,453.69,2041.4,1587.71,1247.545,793.855,453.69,1.0,10.0,9.0,5.5,4.5,1.0,2.0,6.0,4.0,4.0,2.0,2.0,128.0,136.0,8.0,132.0,4.0,128.0,0.98,2.28,1.2999999999999998,1.63,0.6499999999999999,0.98,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,4.5,4.5,0.0,0.0,14.0,14.0,7.0,7.0,0.0,1.0,24.0,23.0,12.5,11.5,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.5,0.5,1.0,15.02,16.5933333333,1.573333333299999,15.806666666649999,0.7866666666499995,15.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,227.0,2.0,225.0
